,x,y,elevation,demand,tw a,tw b,s,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
30,-33.88239849,151.2210041,43.75156403,11.0,9.0,49.0,5.0,1.714,1.422,1.442,1.262,1.386,1.566,1.255,1.802,1.575,1.308,1.232,1.707,1.042,1.103,0.769,0.652,0.88,0.685,0.847,1.257,1.606,1.511,0.598,1.258,1.735,0.264,0.829,0.026,1.726,1.235,0.0,0.926,1.846,2.397,1.798,0.955,0.282,1.68,1.513,1.47,0.623,0.676,0.671,0.976,2.459,0.243,1.633,1.862,1.498,0.187,1.072,1.727,1.028,0.703,0.727,1.626,1.357,0.974,2.553,1.309,1.225,0.792,0.812,0.396,0.817,0.789,2.65,0.836,2.635,0.812,1.162,2.707,1.496,1.731,1.163,0.876,1.02,0.885,1.632,1.038,1.063,0.99,1.727,1.696,0.527,1.043,1.175,0.984,1.106,1.71,1.504,1.815,0.79,1.826,1.547,1.223,0.969,1.606,0.674,1.32,1.19
31,-33.88236542,151.2272956,42.68186569,15.0,44.0,76.0,5.0,2.473,1.732,1.752,1.573,1.697,1.458,1.566,1.191,1.195,1.187,1.543,1.094,1.353,1.414,1.278,0.963,1.19,0.996,0.527,0.351,0.699,0.452,1.357,0.352,0.94,1.023,0.119,0.9,0.953,0.329,0.926,0.0,2.228,1.675,0.872,0.029,0.543,2.063,1.895,1.853,1.005,1.058,0.238,0.574,1.737,0.772,0.572,2.245,1.88,0.838,1.455,2.109,1.41,0.3,0.325,0.565,1.74,1.357,1.255,1.691,0.298,0.389,1.194,0.959,1.072,0.413,1.25,1.053,1.08,0.409,1.544,1.152,0.57,2.113,0.94,1.013,1.145,0.482,2.015,1.12,0.46,0.474,0.801,0.77,0.6,1.195,1.075,0.423,1.331,0.784,1.887,2.197,0.698,2.209,1.281,0.282,1.351,0.742,0.289,1.053,0.844
32,-33.88228255,151.2099035,21.45976257,15.0,34.0,103.0,5.0,0.293,2.64,2.66,2.266,2.605,2.785,2.474,3.021,2.794,2.527,1.834,2.925,2.261,2.322,1.988,1.871,2.098,1.904,2.066,2.695,3.05,2.729,1.503,2.821,3.148,1.372,2.151,1.819,3.181,2.557,1.846,2.228,0.0,3.694,3.095,2.253,1.656,0.165,0.579,0.663,1.476,1.367,1.968,2.274,3.756,1.373,2.931,0.162,0.593,1.384,0.871,0.098,0.902,2.0,2.025,2.923,0.745,0.863,3.85,0.627,2.522,2.089,1.08,1.35,1.11,2.086,3.948,1.129,3.932,2.109,0.861,4.004,2.793,0.274,1.291,1.169,1.041,2.182,0.276,1.059,2.511,2.422,3.024,2.993,2.311,1.065,1.111,2.432,1.023,3.007,0.578,0.525,2.398,0.537,2.177,2.521,1.417,2.903,1.971,2.098,2.487
33,-33.88226933,151.237536,59.0255661,6.0,37.0,114.0,5.0,3.943,1.797,1.818,1.881,1.374,0.923,1.963,0.75,1.094,1.179,2.191,1.068,1.453,2.091,2.492,2.177,1.925,2.21,1.744,1.525,0.827,1.39,2.827,1.482,0.653,2.493,2.18,2.37,0.645,1.325,2.397,1.675,3.694,0.0,0.562,1.587,2.168,3.542,3.374,3.332,2.484,2.537,1.854,1.932,0.062,2.133,1.095,3.724,3.359,2.199,2.934,3.588,2.889,1.806,1.811,1.088,3.219,2.836,0.156,3.17,1.703,1.692,2.674,2.157,2.678,1.854,0.254,2.698,0.332,1.672,3.023,0.26,0.742,3.592,2.508,2.738,2.599,1.599,3.494,2.575,1.596,1.522,0.553,0.98,1.751,2.649,2.529,1.516,2.968,0.789,3.366,3.677,1.534,3.688,1.973,1.321,2.83,0.902,1.906,1.746,1.206
34,-33.88212244,151.2339262,11.71772957,10.0,20.0,100.0,5.0,3.344,1.754,1.774,1.595,1.273,1.349,1.588,1.23,1.19,1.604,2.415,1.493,1.353,2.286,2.149,1.834,2.062,1.867,1.222,0.887,0.681,0.841,2.228,0.758,0.113,1.894,0.991,1.771,0.105,0.735,1.798,0.872,3.095,0.562,0.0,0.842,1.545,2.933,2.766,2.723,1.875,1.929,1.108,1.276,0.5,1.51,0.374,3.115,2.751,1.576,2.325,2.98,2.281,1.171,1.195,0.339,2.61,2.227,0.406,2.562,0.876,1.037,2.065,1.534,1.943,1.284,0.4,1.924,0.231,1.017,2.414,0.302,0.302,2.984,1.811,1.884,2.015,0.944,2.885,1.991,0.616,0.771,0.425,0.393,1.096,2.065,1.946,0.694,2.202,0.407,2.757,3.068,0.878,3.079,1.553,0.961,2.222,1.328,1.16,1.326,1.632
35,-33.88210358,151.2275815,39.26922607,11.0,39.0,83.0,5.0,2.502,1.761,1.781,1.602,1.726,1.428,1.595,1.162,1.166,1.158,1.572,1.065,1.382,1.443,1.307,0.992,1.219,1.025,0.498,0.322,0.67,0.423,1.386,0.323,0.911,1.052,0.148,0.929,0.924,0.3,0.955,0.029,2.253,1.587,0.842,0.0,0.572,2.092,1.924,1.882,1.034,1.087,0.267,0.603,1.708,0.801,0.543,2.274,1.909,0.867,1.484,2.138,1.439,0.329,0.354,0.536,1.769,1.386,1.226,1.72,0.269,0.419,1.224,0.988,1.101,0.442,1.221,1.082,1.051,0.438,1.573,1.123,0.541,2.142,0.969,1.042,1.174,0.511,2.044,1.149,0.431,0.445,0.772,0.74,0.629,1.224,1.104,0.394,1.36,0.755,1.916,2.226,0.727,2.238,1.251,0.253,1.38,0.713,0.318,1.024,0.873
36,-33.88203575,151.222076,42.80260086,12.0,51.0,111.0,5.0,1.905,1.333,1.353,1.174,1.298,1.477,1.166,1.714,1.486,1.22,1.144,1.618,0.954,1.015,0.879,0.564,0.791,0.596,0.759,0.894,1.243,0.996,0.789,0.895,1.483,0.455,0.466,0.27,1.628,0.872,0.282,0.543,1.656,2.168,1.545,0.572,0.0,1.644,1.477,1.434,0.586,0.64,0.297,0.603,2.422,0.342,1.125,1.826,1.462,0.408,1.036,1.691,0.992,0.329,0.354,1.118,1.321,0.938,2.517,1.273,0.851,0.419,0.776,0.431,0.78,0.415,2.614,0.8,2.599,0.439,1.125,2.671,1.123,1.695,0.789,0.84,0.993,0.512,1.596,0.969,0.84,0.751,1.354,1.323,0.448,1.043,0.924,0.761,1.07,1.337,1.468,1.779,0.711,1.79,1.511,0.835,0.933,1.57,0.478,1.284,1.154
37,-33.8819914,151.2109819,21.29086113,6.0,14.0,79.0,5.0,0.783,2.475,2.495,2.316,2.44,2.62,2.309,2.856,2.628,2.362,1.873,2.76,2.096,2.157,1.823,1.706,1.933,1.739,1.901,2.529,2.885,2.564,1.338,2.656,2.982,1.207,1.985,1.654,3.016,2.391,1.68,2.063,0.165,3.542,2.933,2.092,1.644,0.0,0.315,0.397,1.337,1.664,1.829,2.134,3.616,1.234,2.791,0.343,0.327,1.245,0.732,0.208,0.762,1.861,1.885,2.784,0.468,0.724,3.711,0.372,2.383,1.95,0.94,1.211,0.971,1.947,3.808,0.99,3.793,1.97,0.722,3.865,2.654,0.196,1.152,1.03,0.902,2.043,0.334,0.92,2.372,2.282,2.885,2.854,2.171,0.925,0.971,2.292,0.884,2.868,0.459,0.512,2.259,0.524,2.474,2.381,1.34,2.764,1.832,2.395,2.348
38,-33.88197024,151.2139764,47.5165329,5.0,59.0,114.0,5.0,1.035,2.308,2.328,2.148,2.272,2.452,2.141,2.689,2.461,2.195,1.787,2.593,1.928,1.99,1.656,1.538,1.766,1.571,1.733,2.362,2.717,2.397,1.17,2.489,2.815,1.039,1.818,1.487,2.848,2.224,1.513,1.895,0.579,3.374,2.766,1.924,1.477,0.315,0.0,0.043,1.15,1.431,1.641,1.947,3.429,1.047,2.604,0.579,0.112,1.058,0.499,0.444,0.529,1.673,1.698,2.596,0.156,0.491,3.524,0.159,2.195,1.763,0.753,1.024,0.783,1.759,3.621,0.803,3.605,1.783,0.283,3.677,2.467,0.448,0.964,0.843,0.669,1.856,0.578,0.687,2.184,2.095,2.698,2.666,1.984,0.744,0.738,2.105,0.541,2.681,0.443,0.646,2.071,0.657,2.241,2.194,1.152,2.576,1.644,2.162,2.16
39,-33.88189736,151.2140838,48.68965912,15.0,29.0,120.0,5.0,1.026,2.265,2.285,2.106,2.23,2.41,2.099,2.646,2.418,2.152,1.744,2.55,1.886,1.947,1.613,1.496,1.723,1.529,1.691,2.319,2.675,2.354,1.128,2.446,2.772,0.997,1.775,1.444,2.806,2.181,1.47,1.853,0.663,3.332,2.723,1.882,1.434,0.397,0.043,0.0,1.107,1.156,1.599,1.904,3.387,1.004,2.561,0.571,0.07,1.015,0.491,0.435,0.521,1.631,1.655,2.554,0.113,0.483,3.481,0.15,2.153,1.72,0.71,0.981,0.741,1.717,3.578,0.76,3.563,1.74,0.24,3.635,2.424,0.439,0.922,0.8,0.66,1.813,0.57,0.678,2.142,2.052,2.655,2.624,1.941,0.702,0.73,2.062,0.499,2.638,0.435,0.638,2.029,0.649,1.966,2.151,1.11,2.534,1.602,1.887,2.118
40,-33.88187745,151.2194396,50.41483688,15.0,30.0,73.0,5.0,1.726,1.417,1.437,1.258,1.382,1.562,1.251,1.798,1.571,1.304,1.228,1.703,1.038,1.099,0.765,0.648,0.875,0.681,0.843,1.472,1.827,1.506,0.721,1.598,1.925,0.149,0.928,0.596,1.958,1.334,0.623,1.005,1.476,2.484,1.875,1.034,0.586,1.337,1.15,1.107,0.0,0.692,0.821,1.127,2.609,0.227,1.784,1.24,0.875,0.238,0.45,1.104,0.405,0.853,0.878,1.776,0.735,0.352,2.704,0.686,1.375,0.943,0.19,0.204,0.194,0.939,2.801,0.213,2.785,0.963,0.539,2.857,1.647,1.108,0.186,0.254,0.397,1.036,1.01,0.415,1.364,1.275,1.878,1.846,0.619,0.421,0.467,1.285,0.483,1.861,0.882,1.192,0.883,1.204,1.648,1.374,0.346,1.756,0.824,1.568,1.34
41,-33.88575894,151.2207565,56.77668381,12.0,51.0,97.0,5.0,2.052,1.471,1.491,0.898,1.435,1.615,0.98,1.851,1.624,1.357,0.467,1.756,1.091,1.153,0.61,0.579,0.929,0.611,0.896,1.525,1.88,1.56,0.711,1.651,1.978,0.508,0.981,0.649,2.011,1.387,0.676,1.058,1.367,2.537,1.929,1.087,0.64,1.664,1.431,1.156,0.692,0.0,0.816,1.122,2.679,0.725,1.644,1.738,1.373,0.736,0.948,1.602,0.903,0.848,0.873,1.636,1.233,0.85,2.774,1.184,1.37,0.937,0.688,0.702,0.692,0.934,2.871,0.712,2.728,0.957,1.037,2.799,1.641,1.606,0.684,0.752,0.895,1.03,1.508,0.913,1.359,1.27,1.872,1.841,1.159,0.919,0.965,1.28,0.982,1.855,1.38,1.691,1.246,1.702,1.011,1.353,0.454,2.315,0.819,0.932,1.335
42,-33.88179349,151.2251507,40.98757935,12.0,41.0,74.0,5.0,2.217,1.477,1.497,1.317,1.441,1.695,1.31,1.429,1.433,1.363,1.287,1.332,1.097,1.158,1.022,0.707,0.934,0.74,0.765,0.589,0.937,0.69,1.101,0.59,1.178,0.767,0.161,0.644,1.191,0.567,0.671,0.238,1.968,1.854,1.108,0.267,0.297,1.829,1.641,1.599,0.821,0.816,0.0,0.297,1.975,0.526,0.81,1.998,1.633,0.592,1.208,1.863,1.164,0.06,0.065,0.802,1.493,1.11,1.493,1.444,0.536,0.113,0.948,0.699,0.813,0.153,1.487,0.793,1.318,0.133,1.297,1.389,0.808,1.867,0.681,0.753,0.885,0.206,1.768,0.86,0.534,0.445,1.039,1.007,0.364,0.935,0.815,0.455,1.071,1.021,1.64,1.951,0.421,1.962,1.683,0.519,1.105,0.98,0.163,1.456,1.326
43,-33.88172468,151.2272075,30.82886887,10.0,24.0,52.0,5.0,2.523,1.782,1.802,1.623,1.747,2.031,1.616,1.764,1.768,1.669,1.593,1.668,1.403,1.464,1.328,1.013,1.24,1.046,1.1,0.925,1.273,1.026,1.407,0.925,1.367,1.072,0.496,0.95,1.359,0.902,0.976,0.574,2.274,1.932,1.276,0.603,0.603,2.134,1.947,1.904,1.127,1.122,0.297,0.0,1.755,0.885,1.139,2.309,1.945,0.951,1.519,2.174,1.475,0.298,0.302,1.131,1.804,1.421,1.661,1.756,0.629,0.24,1.069,0.937,1.05,0.391,1.655,1.031,1.485,0.26,1.608,1.557,0.975,2.178,0.918,0.991,1.122,0.333,2.079,1.098,0.661,0.572,1.206,1.175,0.491,1.172,1.053,0.582,1.309,1.189,1.951,2.262,0.548,2.273,1.994,0.849,1.416,1.309,0.492,1.767,1.637
44,-33.88172211,151.2374005,58.36863708,14.0,68.0,103.0,5.0,4.005,1.859,1.879,1.942,1.436,0.985,2.025,0.812,1.156,1.24,2.252,1.129,1.515,2.153,2.554,2.239,1.987,2.272,1.806,1.587,0.889,1.452,2.889,1.544,0.591,2.555,2.242,2.432,0.583,1.387,2.459,1.737,3.756,0.062,0.5,1.708,2.422,3.616,3.429,3.387,2.609,2.679,1.975,1.755,0.0,2.071,1.157,3.786,3.421,2.137,2.996,3.65,2.951,1.744,1.749,1.15,3.281,2.898,0.095,3.232,1.642,1.63,2.736,2.095,2.74,1.793,0.192,2.759,0.27,1.61,3.085,0.198,0.681,3.654,2.446,2.43,2.537,1.537,3.556,2.513,1.534,1.46,0.491,0.918,1.689,2.587,2.468,1.454,3.029,0.727,3.428,3.738,1.472,3.75,2.035,1.383,2.892,0.964,1.968,1.808,1.268
45,-33.88169495,151.2211415,40.5398407,7.0,23.0,46.0,5.0,1.622,1.644,1.664,1.485,1.609,1.788,1.477,2.025,1.797,1.531,1.455,1.929,1.265,1.326,0.992,0.875,1.102,0.907,1.07,1.123,1.472,1.225,0.507,1.124,1.601,0.376,0.695,0.231,1.592,1.101,0.243,0.772,1.373,2.133,1.51,0.801,0.342,1.234,1.047,1.004,0.227,0.725,0.526,0.885,2.071,0.0,1.376,1.567,1.202,0.066,0.777,1.432,0.733,0.554,0.545,1.368,1.062,0.679,2.701,1.013,0.919,0.667,0.517,0.153,0.521,0.495,2.799,0.541,2.783,0.613,0.866,2.855,1.243,1.436,0.9,0.581,1.11,0.659,1.337,1.086,0.929,0.856,1.474,1.443,0.393,1.16,1.041,0.85,0.811,1.457,1.209,1.52,0.656,1.531,1.695,1.372,0.674,1.754,0.822,1.468,1.338
46,-33.88168745,151.232338,23.33976555,12.0,64.0,90.0,5.0,3.18,1.037,1.057,1.354,0.925,1.116,1.347,0.882,0.842,0.835,1.457,0.742,1.005,1.172,1.85,1.535,1.162,1.568,0.981,0.539,0.333,0.493,2.064,0.41,0.497,1.73,0.692,1.607,0.457,0.387,1.633,0.572,2.931,1.095,0.374,0.543,1.125,2.791,2.604,2.561,1.784,1.644,0.81,1.139,1.157,1.376,0.0,2.973,2.609,1.472,2.183,2.838,2.139,0.906,0.93,0.036,2.468,2.085,0.775,2.42,0.728,0.995,1.923,1.431,1.927,1.019,0.769,1.659,0.6,0.913,2.272,0.671,0.198,2.842,1.546,1.619,1.75,0.84,2.743,1.726,0.512,0.667,0.321,0.289,0.992,1.8,1.681,0.59,1.937,0.303,2.615,2.926,0.775,2.937,1.222,0.496,2.08,0.405,0.895,0.995,0.93
47,-33.88157175,151.2090806,15.23782825,8.0,59.0,101.0,5.0,0.763,2.657,2.677,2.498,2.622,2.802,2.491,3.038,2.81,2.544,2.055,2.942,2.278,2.339,2.005,1.888,2.115,1.921,2.083,2.711,3.067,2.746,1.52,2.838,3.164,1.389,2.167,1.836,3.198,2.573,1.862,2.245,0.162,3.724,3.115,2.274,1.826,0.343,0.579,0.571,1.24,1.738,1.998,2.309,3.786,1.567,2.973,0.0,0.458,1.392,0.879,0.145,0.909,2.008,2.032,2.931,0.753,0.871,3.858,0.634,2.53,2.097,1.087,1.358,1.118,2.094,3.955,1.137,3.94,2.117,0.869,4.012,2.801,0.269,1.299,1.177,1.049,2.19,0.217,1.067,2.519,2.43,3.032,3.001,2.318,1.073,1.118,2.439,1.031,3.015,0.586,0.409,2.406,0.393,2.621,2.529,1.487,2.911,1.979,2.542,2.495
48,-33.88156625,151.2137161,45.12111664,15.0,14.0,77.0,5.0,0.956,2.293,2.313,2.133,2.257,2.437,2.126,2.673,2.446,2.179,1.581,2.578,1.913,1.974,1.64,1.523,1.751,1.556,1.718,2.347,2.702,2.382,1.155,2.473,2.8,1.024,1.803,1.471,2.833,2.209,1.498,1.88,0.593,3.359,2.751,1.909,1.462,0.327,0.112,0.07,0.875,1.373,1.633,1.945,3.421,1.202,2.609,0.458,0.0,1.042,0.421,0.365,0.451,1.658,1.683,2.581,0.14,0.413,3.508,0.08,2.18,1.747,0.738,1.009,0.768,1.744,3.606,0.787,3.59,1.767,0.267,3.662,2.451,0.369,0.949,0.828,0.591,1.84,0.5,0.608,2.169,2.08,2.682,2.651,1.969,0.729,0.66,2.09,0.526,2.665,0.365,0.568,2.056,0.579,2.163,2.179,1.137,2.561,1.629,2.084,2.145
49,-33.88155361,151.2204546,44.74905014,10.0,3.0,83.0,5.0,1.633,1.655,1.675,1.496,1.62,1.799,1.488,2.036,1.808,1.542,1.466,1.94,1.276,1.337,1.003,0.886,1.113,0.918,1.08,1.189,1.538,1.291,0.518,1.19,1.667,0.387,0.761,0.161,1.658,1.167,0.187,0.838,1.384,2.199,1.576,0.867,0.408,1.245,1.058,1.015,0.238,0.736,0.592,0.951,2.137,0.066,1.472,1.392,1.042,0.0,0.711,1.366,0.667,0.785,0.81,1.708,0.996,0.613,2.635,0.947,1.307,0.874,0.451,0.181,0.455,0.871,2.732,0.475,2.717,0.894,0.8,2.789,1.578,1.369,1.245,0.515,0.658,0.967,1.271,0.676,1.296,1.207,1.809,1.778,1.096,0.682,0.728,1.216,0.745,1.792,1.143,1.454,1.183,1.465,1.629,1.306,0.608,1.688,0.756,1.402,1.272
50,-33.88155033,151.2160315,57.27972794,15.0,68.0,95.0,5.0,1.12,1.867,1.887,1.708,1.832,2.012,1.701,2.248,2.02,1.754,1.164,2.152,1.488,1.549,1.215,1.098,1.325,1.131,1.293,1.921,2.277,1.956,0.73,2.048,2.374,0.599,1.377,1.046,2.408,1.783,1.072,1.455,0.871,2.934,2.325,1.484,1.036,0.732,0.499,0.491,0.45,0.948,1.208,1.519,2.996,0.777,2.183,0.879,0.421,0.711,0.0,0.758,0.134,1.233,1.257,2.156,0.234,0.096,3.083,0.34,1.755,1.322,0.312,0.583,0.343,1.319,3.18,0.362,3.165,1.342,0.193,3.237,2.026,0.762,0.524,0.402,0.274,1.415,0.664,0.292,1.744,1.654,2.257,2.226,1.543,0.297,0.343,1.664,0.36,2.24,0.529,0.732,1.631,0.743,1.745,1.753,0.986,2.136,1.204,1.666,1.72
51,-33.88150137,151.209899,17.0937767,10.0,15.0,49.0,5.0,0.627,2.522,2.542,2.362,2.486,2.666,2.355,2.902,2.675,2.408,1.919,2.807,2.142,2.204,1.87,1.752,1.98,1.785,1.947,2.576,2.931,2.611,1.384,2.702,3.029,1.253,2.032,1.7,3.062,2.438,1.727,2.109,0.098,3.588,2.98,2.138,1.691,0.208,0.444,0.435,1.104,1.602,1.863,2.174,3.65,1.432,2.838,0.145,0.365,1.366,0.758,0.0,0.804,1.902,1.927,2.825,0.648,0.766,3.753,0.529,2.424,1.992,0.982,1.253,1.012,1.989,3.85,1.032,3.835,2.012,0.764,3.906,2.696,0.176,1.194,1.072,0.944,2.085,0.178,0.961,2.413,2.324,2.927,2.896,2.213,0.967,1.013,2.334,0.925,2.91,0.516,0.428,2.3,0.439,2.516,2.423,1.381,2.805,1.873,2.437,2.389
52,-33.88143518,151.2168504,54.49943542,14.0,44.0,113.0,5.0,1.151,1.823,1.843,1.532,1.787,1.967,1.656,2.203,1.976,1.709,1.101,2.108,1.443,1.505,1.171,1.053,1.281,1.086,1.248,1.877,2.232,1.912,0.685,2.003,2.33,0.554,1.333,1.001,2.363,1.739,1.028,1.41,0.902,2.889,2.281,1.439,0.992,0.762,0.529,0.521,0.405,0.903,1.164,1.475,2.951,0.733,2.139,0.909,0.451,0.667,0.134,0.804,0.0,1.161,1.185,2.084,0.264,0.038,3.011,0.371,1.683,1.25,0.24,0.511,0.271,1.247,3.108,0.29,3.093,1.27,0.223,3.165,1.954,0.793,0.452,0.33,0.229,1.343,0.694,0.247,1.672,1.582,2.185,2.154,1.471,0.253,0.299,1.592,0.315,2.168,0.559,0.762,1.559,0.773,1.683,1.681,0.923,2.064,1.132,1.603,1.648
53,-33.88140225,151.2247879,40.46514511,8.0,51.0,76.0,5.0,2.249,1.509,1.529,1.349,1.473,1.758,1.342,1.491,1.495,1.395,1.32,1.394,1.129,1.191,1.054,0.739,0.967,0.772,0.827,0.651,0.999,0.752,1.133,0.652,1.24,0.799,0.223,0.676,1.253,0.629,0.703,0.3,2.0,1.806,1.171,0.329,0.329,1.861,1.673,1.631,0.853,0.848,0.06,0.298,1.744,0.554,0.906,2.008,1.658,0.785,1.233,1.902,1.161,0.0,0.005,0.895,1.567,1.184,1.585,1.519,0.503,0.113,0.772,0.639,0.753,0.093,1.58,0.733,1.41,0.133,1.372,1.482,0.9,1.941,0.621,0.693,0.825,0.206,1.842,0.801,0.535,0.446,1.131,1.1,0.281,0.875,0.755,0.456,1.011,1.114,1.714,2.025,0.422,2.036,1.757,0.612,1.179,1.072,0.255,1.53,1.4
54,-33.88138452,151.2247389,40.82804108,14.0,38.0,117.0,5.0,2.274,1.533,1.553,1.374,1.498,1.782,1.367,1.515,1.52,1.42,1.344,1.419,1.154,1.215,1.079,0.764,0.991,0.797,0.851,0.676,1.024,0.777,1.158,0.677,1.265,0.824,0.247,0.701,1.278,0.653,0.727,0.325,2.025,1.811,1.195,0.354,0.354,1.885,1.698,1.655,0.878,0.873,0.065,0.302,1.749,0.545,0.93,2.032,1.683,0.81,1.257,1.927,1.185,0.005,0.0,0.899,1.572,1.189,1.59,1.524,0.508,0.118,0.763,0.632,0.744,0.085,1.585,0.725,1.415,0.13,1.376,1.487,0.905,1.946,0.612,0.684,0.816,0.211,1.847,0.792,0.54,0.451,1.136,1.104,0.272,0.866,0.747,0.461,1.003,1.119,1.719,2.03,0.427,2.041,1.762,0.617,1.184,1.077,0.26,1.535,1.405
55,-33.88137165,151.2319866,13.9255085,14.0,61.0,89.0,5.0,3.172,1.029,1.049,1.346,0.917,1.108,1.339,0.874,0.835,0.827,1.449,0.734,0.997,1.164,1.843,1.527,1.154,1.56,0.973,0.532,0.325,0.485,2.056,0.402,0.49,1.722,0.684,1.599,0.421,0.379,1.626,0.565,2.923,1.088,0.339,0.536,1.118,2.784,2.596,2.554,1.776,1.636,0.802,1.131,1.15,1.368,0.036,2.931,2.581,1.708,2.156,2.825,2.084,0.895,0.899,0.0,2.461,2.077,0.739,2.412,0.72,0.897,1.915,1.395,1.92,1.011,0.734,1.651,0.564,0.877,2.265,0.636,0.163,2.834,1.539,1.611,1.743,0.804,2.736,1.718,0.476,0.631,0.285,0.254,0.956,1.793,1.673,0.555,1.929,0.268,2.608,2.918,0.739,2.93,1.215,0.489,2.072,0.398,0.888,0.988,0.923
56,-33.88132601,151.2147618,50.46472931,8.0,1.0,32.0,5.0,0.995,2.152,2.172,1.993,2.117,2.297,1.986,2.533,2.305,2.039,1.631,2.437,1.773,1.834,1.5,1.383,1.61,1.416,1.578,2.206,2.562,2.241,1.015,2.333,2.659,0.884,1.663,1.331,2.693,2.069,1.357,1.74,0.745,3.219,2.61,1.769,1.321,0.468,0.156,0.113,0.735,1.233,1.493,1.804,3.281,1.062,2.468,0.753,0.14,0.996,0.234,0.648,0.264,1.567,1.572,2.461,0.0,0.226,3.368,0.214,2.04,1.607,0.597,0.868,0.628,1.604,3.465,0.647,3.45,1.627,0.127,3.522,2.311,0.636,0.809,0.687,0.404,1.7,0.538,0.422,2.029,1.94,2.542,2.511,1.828,0.589,0.473,1.949,0.386,2.525,0.403,0.606,1.916,0.617,1.925,2.039,0.997,2.421,1.489,1.846,2.005
57,-33.88115192,151.2168007,54.64468384,7.0,65.0,113.0,5.0,1.112,1.769,1.789,1.61,1.734,1.913,1.602,2.15,1.922,1.656,1.169,2.054,1.39,1.451,1.117,1.0,1.227,1.032,1.195,1.823,2.179,1.858,0.632,1.95,2.276,0.501,1.279,0.948,2.31,1.685,0.974,1.357,0.863,2.836,2.227,1.386,0.938,0.724,0.491,0.483,0.352,0.85,1.11,1.421,2.898,0.679,2.085,0.871,0.413,0.613,0.096,0.766,0.038,1.184,1.189,2.077,0.226,0.0,2.985,0.332,1.656,1.224,0.214,0.485,0.245,1.221,3.082,0.264,3.067,1.244,0.185,3.138,1.928,0.754,0.426,0.304,0.176,1.317,0.656,0.194,1.645,1.556,2.159,2.128,1.445,0.199,0.245,1.566,0.262,2.142,0.521,0.724,1.532,0.735,1.75,1.655,0.614,2.038,1.105,1.671,1.622
58,-33.88114785,151.2366822,50.93941498,5.0,19.0,107.0,5.0,4.1,1.954,1.974,2.037,1.53,1.08,2.119,0.906,1.251,1.335,2.347,1.224,1.61,2.248,2.649,2.334,2.081,2.366,1.901,1.681,0.983,1.547,2.984,1.638,0.497,2.649,1.375,2.527,0.488,1.482,2.553,1.255,3.85,0.156,0.406,1.226,2.517,3.711,3.524,3.481,2.704,2.774,1.493,1.661,0.095,2.701,0.775,3.858,3.508,2.635,3.083,3.753,3.011,1.585,1.59,0.739,3.368,2.985,0.0,3.327,1.547,1.536,2.414,2.001,2.395,1.698,0.097,2.376,0.175,1.516,3.18,0.104,0.586,3.749,2.351,2.335,2.442,1.443,3.65,2.418,1.439,1.366,0.396,0.823,1.595,2.492,2.373,1.36,2.629,0.633,3.522,3.833,1.378,3.844,2.13,1.477,2.987,1.059,1.844,1.903,1.363
59,-33.88101412,151.2134756,46.2125206,6.0,29.0,50.0,5.0,0.876,2.104,2.124,1.944,2.068,2.248,1.937,2.484,2.257,1.99,1.501,2.389,1.724,1.785,1.451,1.334,1.561,1.367,1.529,2.158,2.513,2.193,0.966,2.284,2.611,0.835,1.614,1.282,2.644,2.02,1.309,1.691,0.627,3.17,2.562,1.72,1.273,0.372,0.159,0.15,0.686,1.184,1.444,1.756,3.232,1.013,2.42,0.634,0.08,0.947,0.34,0.529,0.371,1.519,1.524,2.412,0.214,0.332,3.327,0.0,1.991,1.558,0.549,0.82,0.579,1.555,3.417,0.598,3.401,1.578,0.33,3.473,2.262,0.412,0.76,0.639,0.51,1.651,0.419,0.528,1.98,1.891,2.493,2.462,1.78,0.534,0.58,1.901,0.492,2.476,0.285,0.487,1.867,0.499,2.082,1.99,0.948,2.372,1.44,2.003,1.956
60,-33.88094364,151.2277273,23.91780663,14.0,58.0,101.0,5.0,2.771,1.181,1.201,1.022,1.146,1.58,1.014,1.313,1.317,1.309,1.841,1.216,0.802,1.712,1.576,1.261,1.489,1.294,0.649,0.473,0.821,0.574,1.655,0.474,0.967,1.321,0.418,1.198,0.958,0.451,1.225,0.298,2.522,1.703,0.876,0.269,0.851,2.383,2.195,2.153,1.375,1.37,0.536,0.629,1.642,0.919,0.728,2.53,2.18,1.307,1.755,2.424,1.683,0.503,0.508,0.72,2.04,1.656,1.547,1.991,0.0,0.39,1.275,1.027,1.256,0.552,1.331,1.236,1.161,0.37,1.86,1.233,0.651,2.429,1.124,1.196,1.328,0.297,2.331,1.304,0.337,0.175,0.882,0.851,0.468,1.378,1.258,0.258,1.514,0.865,2.203,2.514,0.371,2.525,1.381,0.382,1.667,0.843,0.606,1.154,1.089
